Time_Index,CO2_tons_MWh_1
714,0.45
715,0.44
716,0.42
717,0.43
718,0.43
719,0.43
720,0.46
721,0.45
722,0.46
723,0.45
724,0.45
725,0.45
726,0.44
727,0.45
728,0.42
729,0.45
730,0.42
731,0.42
732,0.42
733,0.42
734,0.46
735,0.42
736,0.43
737,0.43
738,0.46
739,0.46
740,0.46
741,0.43
742,0.42
743,0.44
744,0.45
745,0.42
746,0.46
747,0.44
748,0.42
749,0.45
750,0.44
751,0.46
752,0.44
753,0.46
754,0.45
755,0.46
756,0.44
757,0.46
758,0.45
759,0.42
760,0.42
761,0.46
762,0.43
763,0.46
764,0.43
765,0.42
766,0.43
767,0.43
768,0.44
769,0.44
770,0.43
771,0.46
772,0.43
773,0.46
774,0.43
775,0.42
776,0.45
777,0.42
778,0.45
779,0.43
780,0.45
781,0.46
782,0.43
783,0.44
784,0.43
785,0.43
786,0.44
787,0.42
788,0.43
789,0.44
790,0.46
791,0.43
792,0.44
793,0.45
794,0.42
795,0.46
796,0.42
797,0.44
798,0.45
799,0.43
800,0.46
801,0.44
802,0.46
803,0.45
804,0.43
805,0.46
806,0.43
807,0.42
808,0.43
809,0.44
810,0.44
811,0.44
812,0.45
813,0.43
814,0.45
815,0.44
816,0.44
817,0.42
818,0.45
819,0.44
820,0.45
821,0.42
822,0.42
823,0.45
824,0.42
825,0.42
826,0.45
827,0.43
828,0.45
829,0.45
830,0.44
831,0.45
832,0.46
833,0.42
834,0.42
835,0.46
836,0.46
837,0.43
838,0.46
839,0.46
840,0.42
841,0.43
842,0.44
843,0.43
844,0.45
845,0.45
846,0.44
847,0.44
848,0.42
849,0.42
850,0.45
851,0.45
852,0.44
853,0.42
854,0.44
855,0.42
856,0.43
857,0.43
858,0.46
859,0.43
860,0.45
861,0.43
862,0.46
863,0.43
864,0.44
865,0.42
866,0.43
867,0.46
868,0.45
869,0.43
870,0.44
871,0.43
872,0.43
873,0.46
874,0.43
875,0.43
876,0.43
877,0.43
878,0.43
879,0.43
880,0.43
881,0.43
882,0.42
883,0.44
884,0.45
885,0.45
886,0.43
887,0.44
888,0.46
889,0.44
890,0.42
891,0.45
892,0.42
893,0.43
894,0.46
895,0.43
896,0.45
897,0.43
898,0.42
899,0.43
900,0.42
901,0.46
902,0.46
903,0.42
904,0.45
905,0.42
906,0.44
907,0.42
908,0.44
909,0.44
910,0.42
911,0.45
912,0.46
913,0.45
914,0.42
915,0.46
916,0.46
917,0.45
918,0.42
919,0.43
920,0.44
921,0.42
922,0.45
923,0.44
924,0.43
925,0.43
926,0.42
927,0.43
928,0.45
929,0.44
930,0.46
931,0.44
932,0.42
933,0.45
934,0.43
935,0.45
936,0.42
937,0.44
938,0.46
939,0.42
940,0.44
941,0.44
942,0.42
943,0.45
944,0.46
945,0.43
946,0.45
947,0.46
948,0.46
949,0.44
950,0.44
951,0.45
952,0.44
953,0.46
954,0.46
955,0.45
956,0.45
957,0.44
958,0.42
959,0.42
960,0.42
961,0.43
962,0.42
963,0.44
964,0.44
965,0.46
966,0.44
967,0.44
968,0.42
969,0.42
970,0.42
971,0.46
972,0.43
973,0.45
974,0.46
975,0.43
976,0.46
977,0.45
978,0.44
979,0.46
980,0.46
981,0.45
982,0.46
983,0.46
984,0.45
985,0.44
986,0.43
987,0.44
988,0.42
989,0.44
990,0.44
991,0.42
992,0.42
993,0.46
994,0.43
995,0.43
996,0.42
997,0.42
998,0.44
999,0.43
1000,0.42
1001,0.44
1002,0.44
1003,0.43
1004,0.42
1005,0.43
1006,0.45
1007,0.42
1008,0.42
1009,0.44
1010,0.43
1011,0.42
1012,0.46
1013,0.44
1014,0.46
1015,0.42
1016,0.45
1017,0.44
1018,0.46
1019,0.43
1020,0.44
1021,0.44
1022,0.44
1023,0.45
1024,0.43
1025,0.45
1026,0.46
1027,0.44
1028,0.42
1029,0.45
1030,0.42
1031,0.43
1032,0.46
1033,0.43
1034,0.45
1035,0.44
1036,0.42
1037,0.43
1038,0.42
1039,0.46
1040,0.45
1041,0.46
1042,0.43
1043,0.46
1044,0.42
1045,0.43
1046,0.43
1047,0.42
1048,0.46
1049,0.43
1050,0.45
1051,0.44
1052,0.42
1053,0.46
1054,0.43
1055,0.46
1056,0.45
1057,0.46
1058,0.45
1059,0.42
1060,0.45
1061,0.42
1062,0.43
1063,0.44
1064,0.44
1065,0.44
1066,0.45
1067,0.46
1068,0.44
1069,0.43
1070,0.43
1071,0.44
1072,0.45
1073,0.45
1074,0.46
1075,0.46
1076,0.44
1077,0.45
1078,0.44
1079,0.43
1080,0.43
1081,0.42
1082,0.46
1083,0.44
1084,0.43
1085,0.45
1086,0.43
1087,0.45
1088,0.46
1089,0.45
1090,0.45
1091,0.43
1092,0.42
1093,0.45
1094,0.42
1095,0.43
1096,0.44
1097,0.46
1098,0.45
1099,0.44
1100,0.46
1101,0.44
1102,0.43
1103,0.45
1104,0.45
1105,0.44
1106,0.45
1107,0.43
1108,0.44
1109,0.42
1110,0.46
1111,0.46
1112,0.44
1113,0.42
1114,0.42
1115,0.43
1116,0.42
1117,0.46
1118,0.42
1119,0.45
1120,0.44
1121,0.46
1122,0.42
1123,0.43
1124,0.44
1125,0.43
1126,0.42
1127,0.46
1128,0.46
1129,0.44
1130,0.45
1131,0.42
1132,0.42
1133,0.45
1134,0.44
1135,0.43
1136,0.46
1137,0.44
1138,0.44
1139,0.46
1140,0.45
1141,0.43
1142,0.46
1143,0.44
1144,0.46
1145,0.43
1146,0.44
1147,0.42
1148,0.45
1149,0.43
1150,0.46
1151,0.43
1152,0.42
1153,0.43
1154,0.46
1155,0.44
1156,0.45
1157,0.46
1158,0.44
1159,0.44
1160,0.43
1161,0.45
1162,0.45
1163,0.44
1164,0.44
1165,0.43
1166,0.43
1167,0.42
1168,0.42
1169,0.42
1170,0.42
1171,0.45
1172,0.42
1173,0.45
1174,0.43
1175,0.45
1176,0.45
1177,0.46
1178,0.46
1179,0.46
1180,0.43
1181,0.44
1182,0.46
1183,0.42
1184,0.45
1185,0.43
1186,0.44
1187,0.44
1188,0.46
1189,0.46
1190,0.45
1191,0.43
1192,0.44
1193,0.43
1194,0.43
1195,0.44
1196,0.45
1197,0.42
1198,0.44
1199,0.43
1200,0.45
1201,0.42
1202,0.45
1203,0.43
1204,0.42
1205,0.44
1206,0.42
1207,0.46
1208,0.43
1209,0.43
1210,0.43
1211,0.43
1212,0.45
1213,0.45
1214,0.44
1215,0.42
1216,0.42
1217,0.42
1218,0.43
1219,0.44
1220,0.43
1221,0.42
1222,0.46
1223,0.45
1224,0.42
1225,0.43
1226,0.46
1227,0.46
1228,0.43
1229,0.43
1230,0.44
1231,0.44
1232,0.44
1233,0.42
1234,0.45
1235,0.43
1236,0.44
1237,0.45
1238,0.43
1239,0.42
1240,0.46
1241,0.46
1242,0.43
1243,0.43
1244,0.42
1245,0.46
1246,0.42
1247,0.44
1248,0.46
1249,0.42
1250,0.45
1251,0.43
1252,0.46
1253,0.42
1254,0.46
1255,0.43
1256,0.42
1257,0.42
1258,0.42
1259,0.45
1260,0.46
1261,0.43
1262,0.43
1263,0.42
1264,0.44
1265,0.44
1266,0.44
1267,0.43
1268,0.43
1269,0.42
1270,0.45
1271,0.46
1272,0.44
1273,0.44
1274,0.43
1275,0.43
1276,0.44
1277,0.42
1278,0.42
1279,0.44
1280,0.45
1281,0.43
1282,0.43
1283,0.43
1284,0.43
1285,0.45
1286,0.42
1287,0.42
1288,0.44
1289,0.42
1290,0.43
1291,0.45
1292,0.42
1293,0.42
1294,0.46
1295,0.45
1296,0.44
1297,0.46
1298,0.45
1299,0.42
1300,0.46
1301,0.44
1302,0.45
1303,0.43
1304,0.43
1305,0.43
1306,0.44
1307,0.46
1308,0.46
1309,0.45
1310,0.43
1311,0.42
1312,0.46
1313,0.44
1314,0.44
1315,0.46
1316,0.42
1317,0.44
1318,0.42
1319,0.43
1320,0.45
1321,0.45
1322,0.44
1323,0.42
1324,0.45
1325,0.42
1326,0.46
1327,0.45
1328,0.45
1329,0.44
1330,0.46
1331,0.45
1332,0.42
1333,0.44
1334,0.43
1335,0.44
1336,0.43
1337,0.43
1338,0.45
1339,0.45
1340,0.43
1341,0.42
1342,0.42
1343,0.46
1344,0.45
1345,0.45
1346,0.43
1347,0.45
1348,0.46
1349,0.46
1350,0.45
1351,0.43
1352,0.44
1353,0.42
1354,0.45
1355,0.42
1356,0.44
1357,0.43
1358,0.46
1359,0.42
1360,0.46
1361,0.43
1362,0.42
1363,0.45
1364,0.44
1365,0.43
1366,0.43
1367,0.42
1368,0.43
1369,0.45
1370,0.46
1371,0.46
1372,0.46
1373,0.43
1374,0.44
1375,0.44
1376,0.42
1377,0.43
1378,0.45
1379,0.45
1380,0.46
1381,0.46
1382,0.42
1383,0.42
1384,0.42
1385,0.42
1386,0.44
1387,0.44
1388,0.45
1389,0.43
1390,0.46
1391,0.45
1392,0.45
1393,0.43
1394,0.43
1395,0.45
1396,0.42
1397,0.42
1398,0.45
1399,0.45
1400,0.46
1401,0.46
1402,0.46
1403,0.43
1404,0.42
1405,0.43
1406,0.44
1407,0.46
1408,0.43
1409,0.46
1410,0.45
1411,0.43
1412,0.42
1413,0.44
1414,0.44
1415,0.44
1416,0.46
1417,0.44
1418,0.43
1419,0.45
1420,0.44
1421,0.42
1422,0.46
1423,0.42
1424,0.42
1425,0.43
1426,0.43
1427,0.43
1428,0.45
1429,0.46
1430,0.43
1431,0.44
1432,0.42
1433,0.45
1434,0.45
1435,0.46
1436,0.42
1437,0.44
1438,0.44
1439,0.43
1440,0.45
1441,0.44
1442,0.43
1443,0.46
1444,0.43
1445,0.44
1446,0.44
1447,0.43
1448,0.42
1449,0.46
1450,0.42
1451,0.46
1452,0.42
1453,0.46
1454,0.45
1455,0.45
1456,0.43
1457,0.46
1458,0.44
1459,0.44
1460,0.44
1461,0.43
1462,0.43
1463,0.42
1464,0.45
1465,0.44
1466,0.43
1467,0.42
1468,0.45
1469,0.46
1470,0.43
1471,0.44
1472,0.43
1473,0.42
1474,0.42
1475,0.43
1476,0.46
1477,0.44
1478,0.44
1479,0.45
1480,0.43
1481,0.43
1482,0.43
1483,0.42
1484,0.42
1485,0.42
1486,0.44
1487,0.43
1488,0.46
1489,0.44
1490,0.44
1491,0.44
1492,0.44
1493,0.45
1494,0.42
1495,0.44
1496,0.43
1497,0.44
1498,0.46
1499,0.44
1500,0.42
1501,0.43
1502,0.42
1503,0.45
1504,0.42
1505,0.45
1506,0.46
1507,0.45
1508,0.43
1509,0.43
1510,0.45
1511,0.46
1512,0.42
1513,0.42
1514,0.45
1515,0.45
1516,0.46
1517,0.44
1518,0.44
1519,0.46
1520,0.45
1521,0.43
1522,0.46
1523,0.43
1524,0.46
1525,0.44
1526,0.45
1527,0.45
1528,0.46
1529,0.45
1530,0.42
1531,0.43
1532,0.45
1533,0.45
1534,0.45
1535,0.42
1536,0.43
1537,0.45
1538,0.42
1539,0.44
1540,0.44
1541,0.45
1542,0.44
1543,0.44
1544,0.44
1545,0.46
1546,0.45
1547,0.45
1548,0.43
1549,0.43
1550,0.43
1551,0.42
1552,0.45
1553,0.46
1554,0.46
1555,0.42
1556,0.43
1557,0.43
1558,0.42
1559,0.43
1560,0.42
1561,0.42
1562,0.44
1563,0.45
1564,0.46
1565,0.45
1566,0.44
1567,0.42
1568,0.44
1569,0.43
1570,0.45
1571,0.44
1572,0.44
1573,0.45
1574,0.44
1575,0.42
1576,0.45
1577,0.42
1578,0.43
1579,0.46
1580,0.42
1581,0.44
1582,0.44
1583,0.42
1584,0.42
1585,0.45
1586,0.43
1587,0.43
1588,0.43
1589,0.42
1590,0.44
1591,0.43
1592,0.46
1593,0.45
1594,0.44
1595,0.43
1596,0.44
1597,0.42
1598,0.46
1599,0.46
1600,0.42
1601,0.45
1602,0.42
1603,0.42
1604,0.44
1605,0.44
1606,0.43
1607,0.45
1608,0.46
1609,0.43
1610,0.44
1611,0.45
1612,0.42
1613,0.42
1614,0.42
1615,0.45
1616,0.44
1617,0.46
1618,0.43
1619,0.44
1620,0.45
1621,0.43
1622,0.44
1623,0.46
1624,0.44
1625,0.43
1626,0.43
1627,0.44
1628,0.43
1629,0.43
1630,0.43
1631,0.46
1632,0.46
1633,0.46
1634,0.42
1635,0.43
1636,0.45
1637,0.42
1638,0.42
1639,0.45
1640,0.45
1641,0.44
1642,0.46
1643,0.42
1644,0.46
1645,0.44
1646,0.44
1647,0.43
1648,0.43
1649,0.44
1650,0.44
1651,0.46
1652,0.43
1653,0.46
1654,0.43
1655,0.44
1656,0.44
1657,0.46
1658,0.42
1659,0.44
1660,0.46
1661,0.42
1662,0.46
1663,0.42
1664,0.42
1665,0.45
1666,0.46
1667,0.45
1668,0.43
1669,0.42
1670,0.45
1671,0.43
1672,0.42
1673,0.43
1674,0.46
1675,0.45
1676,0.45
1677,0.42
1678,0.43
1679,0.46
1680,0.46
1681,0.45
1682,0.45
1683,0.43
1684,0.46
1685,0.45
1686,0.46
1687,0.43
1688,0.46
1689,0.42
1690,0.45
1691,0.43
1692,0.44
1693,0.43
1694,0.43
1695,0.46
1696,0.45
1697,0.43
1698,0.43
1699,0.44
1700,0.42
1701,0.44
1702,0.46
1703,0.44
1704,0.46
1705,0.42
1706,0.45
1707,0.46
1708,0.42
1709,0.44
1710,0.42
1711,0.45
1712,0.43
1713,0.43
1714,0.46
1715,0.44
1716,0.42
1717,0.46
1718,0.42
1719,0.45
1720,0.43
1721,0.46
1722,0.46
1723,0.46
1724,0.45
1725,0.46
1726,0.46
1727,0.46
1728,0.46
1729,0.43
1730,0.44
1731,0.44
1732,0.44
1733,0.45
1734,0.45
1735,0.45
1736,0.43
1737,0.44
1738,0.45
1739,0.45
1740,0.42
1741,0.43
1742,0.46
1743,0.46
1744,0.44
1745,0.45
1746,0.46
1747,0.45
1748,0.44
1749,0.43
1750,0.42
1751,0.43
1752,0.46
1753,0.45
1754,0.42
1755,0.42
1756,0.43
1757,0.42
1758,0.44
1759,0.42
1760,0.43
1761,0.43
1762,0.45
1763,0.43
1764,0.45
1765,0.44
1766,0.43
1767,0.45
1768,0.45
1769,0.43
1770,0.42
1771,0.44
1772,0.45
1773,0.44
1774,0.43
1775,0.42
1776,0.42
1777,0.43
1778,0.42
1779,0.43
1780,0.42
1781,0.45
1782,0.46
1783,0.46
1784,0.44
1785,0.42
1786,0.44
1787,0.43
1788,0.43
1789,0.45
1790,0.46
1791,0.46
1792,0.45
1793,0.45
1794,0.44
1795,0.43
1796,0.46
1797,0.45
1798,0.46
1799,0.45
1800,0.44
1801,0.45
1802,0.43
1803,0.46
1804,0.45
1805,0.44
1806,0.44
1807,0.46
1808,0.42
1809,0.46
1810,0.42
1811,0.45
1812,0.44
1813,0.43
1814,0.42
1815,0.42
1816,0.46
1817,0.45
1818,0.45
1819,0.45
1820,0.42
1821,0.44
1822,0.45
1823,0.42
1824,0.45
1825,0.45
1826,0.42
1827,0.46
1828,0.46
1829,0.44
1830,0.42
1831,0.45
1832,0.43
1833,0.42
1834,0.43
1835,0.45
1836,0.42
1837,0.45
1838,0.44
1839,0.45
1840,0.44
1841,0.46
1842,0.42
1843,0.46
1844,0.44
1845,0.46
1846,0.42
1847,0.43
1848,0.45
1849,0.45
1850,0.44
1851,0.43
1852,0.45
1853,0.44
1854,0.45
1855,0.43
1856,0.42
1857,0.46
1858,0.45
1859,0.45
1860,0.44
1861,0.45
1862,0.46
1863,0.44
1864,0.44
1865,0.44
1866,0.45
1867,0.44
1868,0.44
1869,0.42
1870,0.44
1871,0.44
1872,0.45
1873,0.45
1874,0.46
1875,0.43
1876,0.46
1877,0.43
1878,0.45
1879,0.46
1880,0.44
1881,0.45
1882,0.43
1883,0.46
1884,0.45
1885,0.46
1886,0.42
1887,0.42
1888,0.44
1889,0.43
1890,0.43
1891,0.45
1892,0.46
1893,0.46
1894,0.42
1895,0.45
1896,0.44
1897,0.45
1898,0.44
1899,0.45
1900,0.43
1901,0.44
1902,0.42
1903,0.43
1904,0.43
1905,0.46
1906,0.44
1907,0.44
1908,0.46
1909,0.44
1910,0.46
1911,0.43
1912,0.45
1913,0.46
1914,0.44
1915,0.46
1916,0.44
1917,0.44
1918,0.43
1919,0.46
1920,0.44
1921,0.45
1922,0.45
1923,0.45
1924,0.42
1925,0.44
1926,0.42
1927,0.44
1928,0.42
1929,0.42
1930,0.42
1931,0.44
1932,0.44
1933,0.43
1934,0.45
1935,0.46
1936,0.43
1937,0.44
1938,0.45
1939,0.46
1940,0.42
1941,0.46
1942,0.45
1943,0.45
1944,0.45
1945,0.43
1946,0.46
1947,0.42
1948,0.42
1949,0.46
1950,0.43
1951,0.44
1952,0.46
1953,0.46
1954,0.43
1955,0.44
1956,0.46
1957,0.46
1958,0.43
1959,0.46
1960,0.44
1961,0.42
1962,0.46
1963,0.44
1964,0.42
1965,0.42
1966,0.44
1967,0.44
1968,0.43
1969,0.42
1970,0.44
1971,0.44
1972,0.44
1973,0.44
1974,0.45
1975,0.44
1976,0.46
1977,0.46
1978,0.46
1979,0.44
1980,0.43
1981,0.44
1982,0.43
1983,0.44
1984,0.42
1985,0.45
1986,0.42
1987,0.46
1988,0.44
1989,0.43
1990,0.46
1991,0.44
1992,0.43
1993,0.44
1994,0.43
1995,0.43
1996,0.43
1997,0.45
1998,0.44
1999,0.43
2000,0.42
2001,0.43
2002,0.45
2003,0.44
2004,0.42
2005,0.43
2006,0.45
2007,0.45
2008,0.45
2009,0.43
2010,0.42
2011,0.42
2012,0.44
2013,0.45
2014,0.45
2015,0.44
2016,0.43
2017,0.45
2018,0.46
2019,0.46
2020,0.43
2021,0.45
2022,0.46
2023,0.43
2024,0.44
2025,0.43
2026,0.42
2027,0.42
2028,0.46
2029,0.46
2030,0.42
2031,0.42
2032,0.45
2033,0.46
2034,0.42
2035,0.43
2036,0.45
2037,0.44
2038,0.44
2039,0.43
2040,0.45
2041,0.43
2042,0.43
2043,0.45
2044,0.44
2045,0.42
2046,0.43
2047,0.43
2048,0.46
2049,0.45
2050,0.45
2051,0.42
2052,0.43
2053,0.42
2054,0.43
2055,0.44
2056,0.45
2057,0.44
2058,0.45
2059,0.45
2060,0.46
2061,0.45
2062,0.46
2063,0.45
2064,0.46
2065,0.45
2066,0.43
2067,0.42
2068,0.42
2069,0.42
2070,0.46
2071,0.43
2072,0.42
2073,0.45
2074,0.45
2075,0.43
2076,0.44
2077,0.45
2078,0.46
2079,0.44
2080,0.42
2081,0.45
2082,0.46
2083,0.44
2084,0.45
2085,0.45
2086,0.45
2087,0.43
2088,0.45
2089,0.46
2090,0.42
2091,0.44
2092,0.45
2093,0.46
2094,0.46
2095,0.43
2096,0.44
2097,0.45
2098,0.46
2099,0.43
2100,0.45
2101,0.46
2102,0.44
2103,0.43
2104,0.45
2105,0.46
2106,0.43
2107,0.44
2108,0.44
2109,0.46
2110,0.46
2111,0.43
2112,0.42
2113,0.46
2114,0.43
2115,0.43
2116,0.42
2117,0.45
2118,0.43
2119,0.44
2120,0.44
2121,0.46
2122,0.44
2123,0.45
2124,0.44
2125,0.45
2126,0.43
2127,0.45
2128,0.45
2129,0.46
2130,0.45
2131,0.43
2132,0.43
2133,0.45
2134,0.44
2135,0.45
2136,0.42
2137,0.44
