Time_Index,Arizona_Solar,BTM_Solar,EdwardsSolarII,FervoFECNevada1,Greater_Imperial_Geothermal,Humboldt_Bay_Offshore_Wind,InState_Biomass,Morro_Bay_Offshore_Wind,New_Mexico_Wind,Northern_California_Geothermal,Northern_California_Solar,Northern_California_Wind,NW_Ext_Tx_Wind,Riverside_Palm_Springs_Wind,Riverside_Solar,RosamondCentral,Southern_Nevada_Geothermal,SummitWind,Tecolote,TulareSolarCenter,Wyoming_Wind,CAM_CAM_RA_i,CAM_CAM_RA_ii,CAM_CAM_RA_iii,CAM_DR_RA,CAM_CPE_RA_i,CAM_CPE_RA_ii,Aramis,CALP01RA2027,CHEV01RA2024,CHEV01RA2025,EBMUD01RA2024,GEN01RA2026,HDP01RA2027,HDP01RA2028,HDP01RA2030,HenriettaStorage,MRL01RA2030,NEXT01RA2026,Oberon,OhmConnect,Sanborn,SDGE01RA2024,SENA01RA2027,SUN01RA2031,TPS01RA2024,Tumbleweed,Generic_6hr_battery,Generic_8hr_battery,Generic_RA_Only,Arizona_Li_Battery,CAISO_Advanced_CCGT_candidate,CAISO_Aero_CT_candidate,CAISO_New_Flow_Battery,CAISO_Reciprocating_Engine_candidate,CAISO_Shed_DR_Tranche1,Northern_California_Li_Battery,Riverside_Li_Battery,Riverside_West_Pumped_Storage,Tehachapi_Pumped_Storage,DaggettSolarPower3,Scarlet,Hybrid_Solar_Test,Hybrid_Wind_Test
3660,1,0.961,0.961,0.801,0.881,0.24,0.85,0,0.064,0.81,0.927,0.047,0.124,0.12,0.759,0.88,0.843,0.844,0.154,0.981,0.155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.759,0.155
3661,1,0.961,0.961,0.801,0.881,0.23,0.85,0,0.041,0.81,0.887,0.087,0.215,0.169,0.83,0.907,0.843,0.842,0.071,0.981,0.145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.83,0.145
3662,0,0.961,0.961,0.801,0.881,0.22,0.85,0,0.04,0.81,0.871,0.108,0.237,0.301,0.651,0.907,0.843,0.837,0.075,0.981,0.133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.651,0.133
3663,0,0.961,0.961,0.801,0.881,0.2,0.85,0,0.053,0.81,0.892,0.143,0.342,0.446,0.652,0.907,0.843,0.838,0.076,0.981,0.131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.652,0.131
3664,1,0.961,0.961,0.801,0.881,0.11,0.85,0,0.073,0.81,0.829,0.196,0.348,0.536,0.749,0.907,0.843,0.838,0.104,0.981,0.165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.749,0.165
3665,0,0.961,0.961,0.801,0.881,0.03,0.85,0,0.109,0.81,0.749,0.263,0.175,0.579,0.658,0.907,0.843,0.839,0.151,0.981,0.114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.658,0.114
3666,0,0.943,0.943,0.801,0.881,0.03,0.85,0,0.184,0.81,0.579,0.319,0.258,0.579,0.407,0.907,0.843,0.84,0.134,0.925,0.119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.407,0.119
3667,0,0.881,0.881,0.801,0.881,0.05,0.85,0,0.197,0.81,0.244,0.454,0.207,0.539,0.102,0.843,0.843,0.841,0.127,0.631,0.095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.978,0.966,0.102,0.095
3668,0,0.613,0.613,0.801,0.881,0.03,0.85,0,0.297,0.81,0.017,0.626,0.456,0.485,0,0.573,0.843,0.842,0.022,0.112,0.073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.652,0.796,0,0.073
3669,0,0.08,0.08,0.801,0.881,0.01,0.85,0,0.279,0.81,0,0.541,0.607,0.505,0,0.14,0.843,0.842,0.5,0,0.055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.088,0.237,0,0.055
3670,0,0,0,0.801,0.881,0,0.85,0,0.373,0.81,0,0.429,0.318,0.481,0,0,0.843,0.84,0.407,0,0.041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.041
3671,0,0,0,0.801,0.881,0,0.85,0.01,0.342,0.81,0,0.379,0.143,0.456,0,0,0.843,0.844,0.393,0,0.013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.013
3672,0,0,0,0.801,0.881,0.02,0.85,0.01,0.342,0.81,0,0.361,0.05,0.4,0,0,0.843,0.845,0.263,0,0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.007
3673,0,0,0,0.801,0.881,0.06,0.85,0.01,0.271,0.81,0,0.299,0.012,0.291,0,0,0.843,0.846,0.208,0,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.003
3674,0,0,0,0.801,0.881,0.12,0.85,0.01,0.153,0.81,0,0.253,0.028,0.19,0,0,0.843,0.846,0.245,0,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.001
3675,0,0,0,0.801,0.881,0.17,0.85,0.01,0.084,0.81,0,0.186,0.043,0.167,0,0,0.843,0.847,0.345,0,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.001
3676,0,0,0,0.801,0.881,0.21,0.85,0.01,0.098,0.81,0,0.154,0.044,0.144,0,0,0.843,0.848,0.292,0,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.004
3677,0,0,0,0.801,0.881,0.19,0.85,0.01,0.159,0.81,0.011,0.112,0.059,0.124,0.016,0,0.843,0.849,0.311,0,0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.016,0.012
3678,0,0,0,0.801,0.881,0.16,0.85,0,0.053,0.81,0.25,0.066,0.063,0.068,0.33,0,0.843,0.849,0.108,0,0.013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.33,0.013
3679,1,0,0,0.801,0.881,0.13,0.85,0,0.034,0.81,0.489,0.019,0.056,0.03,0.645,0.003,0.843,0.85,0.084,0.198,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.645,0.005
3680,1,0.224,0.224,0.801,0.881,0.14,0.85,0,0.045,0.81,0.692,0.017,0.047,0.007,0.83,0.283,0.843,0.85,0.183,0.757,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.285,0.271,0.83,0.003
3681,1,0.805,0.805,0.801,0.881,0.18,0.85,0,0.053,0.81,0.838,0.019,0.047,0.005,0.938,0.789,0.843,0.829,0.21,0.973,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888,0.928,0.938,0.009
3682,1,0.937,0.937,0.801,0.881,0.27,0.85,0,0.117,0.81,0.947,0.035,0.062,0.005,0.985,0.907,0.843,0.742,0.222,0.981,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.985,0.017
3683,1,0.961,0.961,0.801,0.881,0.08,0.85,0,0.217,0.81,0.967,0.058,0.091,0.008,0.981,0.907,0.843,0.638,0.263,0.981,0.027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.981,0.027
3684,1,0.961,0.961,0.801,0.881,0.02,0.85,0,0.598,0.81,0.946,0.09,0.107,0.051,0.921,0.907,0.843,0.835,0.246,0.981,0.047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.921,0.047
3685,1,0.961,0.961,0.801,0.881,0.09,0.85,0,0.727,0.81,0.922,0.133,0.128,0.122,0.891,0.907,0.843,0.622,0.139,0.981,0.078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.891,0.078
3686,1,0.961,0.961,0.801,0.881,0.21,0.85,0,0.384,0.81,0.854,0.181,0.203,0.267,0.927,0.907,0.843,0.525,0.095,0.981,0.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.927,0.14
3687,1,0.961,0.961,0.801,0.881,0.09,0.85,0,0.309,0.81,0.75,0.219,0.371,0.461,0.905,0.907,0.843,0.424,0.075,0.981,0.159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.905,0.159
3688,1,0.961,0.961,0.801,0.881,0.04,0.85,0,0.224,0.81,0.721,0.23,0.556,0.57,0.862,0.907,0.843,0.63,0.043,0.981,0.086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.862,0.086
3689,1,0.961,0.961,0.801,0.881,0.01,0.85,0,0.181,0.81,0.54,0.269,0.574,0.578,0.725,0.907,0.843,0.817,0.053,0.981,0.071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.725,0.071
3690,0,0.939,0.939,0.801,0.881,0.02,0.85,0.01,0.285,0.81,0.358,0.329,0.572,0.565,0.483,0.907,0.843,0.877,0.005,0.903,0.06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.483,0.06
3691,0,0.853,0.853,0.801,0.881,0.08,0.85,0.02,0.165,0.81,0.156,0.422,0.564,0.49,0.149,0.844,0.843,0.882,0.012,0.619,0.103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.979,0.966,0.149,0.103
3692,0,0.57,0.57,0.801,0.881,0.11,0.85,0.02,0.16,0.81,0.007,0.544,0.415,0.442,0,0.606,0.843,0.888,0.005,0.099,0.151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.612,0.852,0,0.151
3693,0,0.093,0.093,0.801,0.881,0.12,0.85,0.01,0.204,0.81,0,0.482,0.483,0.396,0,0.126,0.843,0.893,0.061,0,0.156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.102,0.265,0,0.156
3694,0,0,0,0.801,0.881,0.08,0.85,0,0.407,0.81,0,0.422,0.442,0.46,0,0,0.843,0.899,0.035,0,0.143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.143
3695,0,0,0,0.801,0.881,0.05,0.85,0,0.111,0.81,0,0.387,0.405,0.475,0,0,0.843,0.904,0.096,0,0.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.11
3696,0,0,0,0.801,0.881,0.06,0.85,0,0.149,0.81,0,0.371,0.396,0.426,0,0,0.843,0.91,0.118,0,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.082
3697,0,0,0,0.801,0.881,0.06,0.85,0,0.095,0.81,0,0.352,0.331,0.337,0,0,0.843,0.915,0.274,0,0.073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.073
3698,0,0,0,0.801,0.881,0.08,0.85,0,0.051,0.81,0,0.288,0.212,0.26,0,0,0.843,0.256,0.406,0,0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.035
3699,0,0,0,0.801,0.881,0.17,0.85,0,0.072,0.81,0,0.232,0.167,0.187,0,0,0.843,0.424,0.296,0,0.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.03
3700,0,0,0,0.801,0.881,0.21,0.85,0,0.081,0.81,0,0.197,0.167,0.129,0,0,0.843,0.242,0.378,0,0.029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.029
3701,0,0,0,0.801,0.881,0.13,0.85,0,0.043,0.81,0.004,0.223,0.168,0.05,0.012,0,0.843,0.15,0.442,0,0.033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.012,0.033
3702,0,0,0,0.801,0.881,0.04,0.85,0,0.022,0.81,0.108,0.23,0.172,0.004,0.27,0,0.843,0.19,0.451,0,0.038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.27,0.038
3703,1,0,0,0.801,0.881,0,0.85,0,0.016,0.81,0.262,0.163,0.192,0,0.56,0.003,0.843,0.156,0.378,0.158,0.023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.56,0.023
3704,1,0.219,0.219,0.801,0.881,0,0.85,0,0.035,0.81,0.344,0.146,0.171,0,0.734,0.25,0.843,0.233,0.182,0.724,0.023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.269,0.19,0.734,0.023
3705,1,0.809,0.809,0.801,0.881,0.04,0.85,0,0.047,0.81,0.425,0.19,0.112,0.004,0.795,0.691,0.843,0.608,0.175,0.977,0.031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.863,0.865,0.795,0.031
3706,1,0.937,0.937,0.801,0.881,0.12,0.85,0,0.051,0.81,0.565,0.249,0.215,0.047,0.859,0.872,0.843,0.784,0.302,0.981,0.045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.859,0.045
3707,1,0.961,0.961,0.801,0.881,0.2,0.85,0.01,0.09,0.81,0.619,0.324,0.304,0.113,0.86,0.907,0.843,0.969,0.203,0.981,0.081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.86,0.081
3708,1,0.961,0.961,0.801,0.881,0.28,0.85,0.01,0.306,0.81,0.526,0.389,0.359,0.236,0.841,0.907,0.843,0.975,0.208,0.981,0.148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.841,0.148
3709,1,0.961,0.961,0.801,0.881,0.36,0.85,0,0.415,0.81,0.452,0.469,0.448,0.415,0.896,0.907,0.843,0.976,0.257,0.981,0.124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.896,0.124
3710,1,0.961,0.961,0.801,0.881,0.42,0.85,0,0.142,0.81,0.428,0.543,0.561,0.562,0.891,0.907,0.843,0.986,0.205,0.981,0.167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.891,0.167
3711,1,0.961,0.961,0.801,0.881,0.45,0.85,0,0.189,0.81,0.226,0.597,0.434,0.61,0.888,0.907,0.843,0.984,0.181,0.981,0.082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.888,0.082
3712,1,0.961,0.961,0.801,0.881,0.41,0.85,0,0.207,0.81,0.197,0.631,0.48,0.65,0.848,0.907,0.843,0.981,0.305,0.981,0.052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.848,0.052
3713,0,0.961,0.961,0.801,0.881,0.33,0.85,0,0.238,0.81,0.169,0.646,0.539,0.664,0.728,0.907,0.843,0.979,0.499,0.981,0.059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.728,0.059
3714,0,0.935,0.935,0.801,0.881,0.27,0.85,0,0.424,0.81,0.111,0.638,0.589,0.663,0.45,0.907,0.843,0.977,0.62,0.92,0.097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.45,0.097
3715,0,0.874,0.874,0.801,0.881,0.27,0.85,0,0.241,0.81,0.078,0.583,0.595,0.656,0.133,0.62,0.843,0.886,0.487,0.612,0.113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.005,0.966,0.133,0.113
3716,0,0.631,0.631,0.801,0.881,0.26,0.85,0,0.208,0.81,0.004,0.492,0.686,0.726,0,0.211,0.843,0.91,0.287,0.12,0.113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.595,0.913,0,0.113
3717,0,0.097,0.097,0.801,0.881,0.24,0.85,0,0.062,0.81,0,0.435,0.599,0.82,0,0.112,0.843,0.811,0.232,0,0.135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.101,0.327,0,0.135
3718,0,0,0,0.801,0.881,0.22,0.85,0,0.053,0.81,0,0.473,0.587,0.857,0,0,0.843,0.676,0.359,0,0.169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.169
3719,0,0,0,0.801,0.881,0.2,0.85,0,0.031,0.81,0,0.517,0.536,0.836,0,0,0.843,0.805,0.501,0,0.211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.211
3720,0,0,0,0.801,0.881,0.17,0.85,0,0.043,0.81,0,0.544,0.488,0.758,0,0,0.843,0.634,0.315,0,0.202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.202
3721,0,0,0,0.801,0.881,0.14,0.85,0,0.05,0.81,0,0.552,0.498,0.748,0,0,0.843,0.594,0.329,0,0.194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.194
3722,0,0,0,0.801,0.881,0.07,0.85,0,0.041,0.81,0,0.566,0.547,0.746,0,0,0.843,0.776,0.357,0,0.155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.155
3723,0,0,0,0.801,0.881,0,0.85,0,0.041,0.81,0,0.561,0.447,0.753,0,0,0.843,0.29,0.327,0,0.165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.165
3724,0,0,0,0.801,0.881,0,0.85,0,0.085,0.81,0,0.511,0.361,0.75,0,0,0.843,0.186,0.169,0,0.149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.149
3725,0,0,0,0.801,0.881,0,0.85,0,0.13,0.81,0,0.47,0.39,0.717,0.013,0,0.843,0.44,0.146,0,0.098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.013,0.098
3726,0,0,0,0.801,0.881,0,0.85,0,0.15,0.81,0.016,0.417,0.468,0.67,0.298,0,0.843,0.769,0.204,0,0.028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.298,0.028
3727,1,0,0,0.801,0.881,0,0.85,0,0.138,0.81,0.033,0.376,0.448,0.629,0.596,0.003,0.843,0.601,0.173,0.145,0.015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.596,0.015
3728,1,0.168,0.168,0.801,0.881,0,0.85,0,0.187,0.81,0.123,0.351,0.449,0.642,0.778,0.155,0.843,0.51,0.46,0.733,0.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.329,0.264,0.778,0.05
3729,1,0.796,0.796,0.801,0.881,0,0.85,0,0.207,0.81,0.23,0.313,0.469,0.694,0.864,0.621,0.843,0.54,0.267,0.963,0.185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.938,0.919,0.864,0.185
3730,1,0.936,0.936,0.801,0.881,0,0.85,0,0.245,0.81,0.298,0.286,0.432,0.76,0.922,0.901,0.843,0.379,0.453,0.981,0.262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.922,0.262
3731,1,0.961,0.961,0.801,0.881,0,0.85,0,0.297,0.81,0.313,0.301,0.427,0.813,0.81,0.907,0.843,0.239,0.214,0.981,0.299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.81,0.299
3732,1,0.961,0.961,0.801,0.881,0,0.85,0,0.344,0.81,0.257,0.361,0.49,0.869,0.811,0.841,0.843,0.051,0.047,0.981,0.135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.811,0.135
3733,1,0.961,0.961,0.801,0.881,0,0.85,0,0.463,0.81,0.269,0.425,0.511,0.902,0.824,0.842,0.843,0.017,0.064,0.981,0.244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.824,0.244
3734,1,0.961,0.961,0.801,0.881,0,0.85,0,0.575,0.81,0.282,0.486,0.519,0.95,0.779,0.907,0.843,0,0.005,0.981,0.431,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.779,0.431
3735,1,0.961,0.961,0.801,0.881,0,0.85,0,0.69,0.81,0.238,0.57,0.576,0.977,0.691,0.907,0.843,0.075,0.005,0.981,0.606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.691,0.606
3736,1,0.961,0.961,0.801,0.881,0,0.85,0.01,0.72,0.81,0.268,0.614,0.693,0.961,0.457,0.907,0.843,0.027,0.05,0.981,0.676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.023,0.966,0.457,0.676
